./test/ParameterizedTypeReferenceTests.java,14,21,43
./test/XMLEventStreamReaderTests.java,13,15,43
./main/DataBufferEncoder.java,14,21,42
./main/ExceptionDepthComparator.java,15,38,42
./test/DataBufferEncoderTests.java,16,19,42
./test/StaxStreamXMLReaderTests.java,12,15,42
./main/StaxResult.java,17,66,41
./test/DigestUtilsTests.java,19,19,41
./main/CompositeIterator.java,11,30,40
./main/SystemPropertyUtils.java,18,59,40
./test/XMLEventStreamWriterTests.java,15,15,40
./main/AnnotationMetadata.java,13,78,39
./main/ResourceEncoder.java,15,24,39
./main/SerializationUtils.java,7,31,39
./test/AttributeAccessorSupportTests.java,14,20,39
./main/ByteBufferEncoder.java,13,21,38
./test/MonoToListenableFutureAdapterTests.java,13,19,38
./main/ByteArrayEncoder.java,13,22,37
./main/StaxSource.java,17,71,37
./test/ByteBufferEncoderTests.java,14,19,37
./test/ByteArrayEncoderTests.java,15,19,35
./test/SerializationUtilsTests.java,14,21,35
./test/SimpleAliasRegistryTests.java,10,18,35
./test/StaxEventXMLReaderTests.java,10,15,35
./main/PrioritizedParameterNameDiscoverer.java,11,30,34
./main/Resource.java,18,127,33
./main/ByteBufferDecoder.java,10,23,32
./main/DataBufferDecoder.java,13,31,32
./test/SpringFactoriesLoaderTests.java,9,22,31
./main/BooleanComparator.java,17,40,30
./test/BooleanComparatorTests.java,11,22,30
./main/SimpleCommandLineArgsParser.java,4,60,29
./main/SimpleCommandLinePropertySource.java,11,91,29
./main/ByteArrayDecoder.java,10,22,28
./main/InstanceComparator.java,11,35,27
./main/ResizableByteArrayOutputStream.java,12,59,27
./main/TransformerUtils.java,10,50,26
./test/LimitedDataBufferListTests.java,11,20,26
./main/ResourceRegion.java,13,39,25
./test/ComparableComparatorTests.java,8,22,23
./test/CompositePropertySourceTests.java,7,20,22
./test/ResourceRegionTests.java,9,20,22
./test/NullSafeComparatorTests.java,8,22,19
./main/PropertiesPersister.java,11,88,16
./test/SimpleAnnotationMetadataTests.java,5,21,16
./test/SimpleMethodMetadataTests.java,5,21,16
./test/XmlValidationModeDetectorTests.java,9,21,16
./test/CompoundComparatorTests.java,7,22,13
./test/StaxEventHandlerTests.java,5,18,13
./test/StaxStreamHandlerTests.java,5,18,13
./main/ExceptionTypeFilter.java,7,22,12
./main/StandardEnvironment.java,7,65,12
./test/ExceptionTypeFilterTests.java,6,18,12
./main/ComparableComparator.java,7,29,10
./.idea/Res.iml,0,0,9
./main/Profiles.java,7,53,9
./.idea/modules.xml,0,0,8
./test/StandardAnnotationMetadataTests.java,4,20,8
./test/StandardMethodMetadataTests.java,4,20,7
./main/PooledDataBuffer.java,6,37,6
